Loan ID,Customer ID,Loan Amount,Loan Type,Rate of Interest,Term (Months),Loan Status,Issue Date,EMI
LOAN20922,CUST10267,2275961.0,Education,14.38,60,Ongoing,2021-10-16,53407.08
LOAN20923,CUST10488,2780332.0,Personal,7.59,60,Closed,2022-05-05,55831.13
LOAN20924,CUST10558,3998036.0,Home,12.62,24,Ongoing,2024-01-04,189361.1
LOAN20925,CUST10750,2040653.0,Education,12.78,48,Ongoing,2023-01-27,54523.05
LOAN20926,CUST10452,399954.0,Personal,9.03,60,Ongoing,2022-10-04,8308.21
LOAN20927,CUST10305,2009724.0,Personal,9.2,60,Ongoing,2025-02-09,41913.91
LOAN20928,CUST10300,1247888.0,Education,13.32,12,Ongoing,2021-09-27,111645.39
LOAN20929,CUST10843,2090959.0,Personal,8.58,36,Ongoing,2024-07-28,66083.96
LOAN20930,CUST10411,4788528.0,Asset,11.01,36,Closed,2025-04-17,156792.94
LOAN20931,CUST10738,1330065.0,Personal,11.65,24,Closed,2023-09-13,62393.6
LOAN20932,CUST10101,4298649.0,Auto,7.14,48,Closed,2023-06-02,103215.94
LOAN20933,CUST10249,3369985.0,Personal,8.9,24,Ongoing,2023-07-08,153802.32
LOAN20934,CUST10762,2291888.0,Personal,13.44,24,Closed,2021-11-17,109434.8
LOAN20935,CUST10599,475773.0,Asset,10.66,36,Closed,2022-03-08,15499.7
LOAN20936,CUST10569,3342260.0,Personal,13.68,48,Ongoing,2025-05-05,90796.59
LOAN20937,CUST10394,4568869.0,Personal,8.55,12,Closed,2023-12-25,398601.55
LOAN20938,CUST10468,3601292.0,Personal,13.14,12,Closed,2024-06-09,321894.18
LOAN20939,CUST10774,4307689.0,Education,7.42,36,Closed,2024-06-11,133837.7
LOAN20940,CUST10583,3395727.0,Personal,8.31,60,Closed,2023-03-25,69358.0
LOAN20941,CUST10431,1047443.0,Home,11.98,24,Closed,2023-09-11,49297.0
LOAN20942,CUST10069,729120.0,Personal,9.67,36,Ongoing,2022-07-23,23413.85
LOAN20943,CUST10440,3818436.0,Home,8.89,60,Closed,2024-03-25,79060.75
LOAN20944,CUST10660,4111704.0,Education,14.47,36,Ongoing,2021-09-09,141468.72
LOAN20945,CUST10488,3031440.0,Auto,9.59,12,Closed,2024-03-21,265934.03
LOAN20946,CUST10812,2472952.0,Home,7.25,24,Closed,2024-07-12,111000.92
LOAN20947,CUST10155,1585572.0,Personal,13.95,48,Ongoing,2023-10-28,43288.34
LOAN20948,CUST10683,3363740.0,Auto,8.87,48,Closed,2023-02-12,83499.33
LOAN20949,CUST10690,1879697.0,Asset,12.95,36,Closed,2023-03-24,63289.16
LOAN20950,CUST10825,4476311.0,Education,10.55,48,Ongoing,2024-03-04,114716.81
LOAN20951,CUST10761,2403854.0,Home,10.97,60,Ongoing,2021-12-26,52229.65
LOAN20952,CUST10611,1778188.0,Personal,10.82,24,Closed,2024-06-21,82728.98
LOAN20953,CUST10108,267636.0,Auto,10.58,24,Closed,2025-01-15,12421.81
LOAN20954,CUST10546,4475929.0,Education,9.86,24,Closed,2024-08-21,206252.31
LOAN20955,CUST10309,2174682.0,Home,12.41,24,Closed,2023-10-12,102786.71
LOAN20956,CUST10847,2839131.0,Asset,13.2,12,Closed,2023-08-01,253849.93
LOAN20957,CUST10160,1696012.0,Education,14.61,36,Closed,2023-01-25,58469.42
LOAN20958,CUST10888,490644.0,Personal,11.68,60,Ongoing,2021-07-13,10834.93
LOAN20959,CUST10510,741303.0,Asset,13.17,12,Ongoing,2024-08-30,66270.3
LOAN20960,CUST10293,3111371.0,Home,14.89,60,Ongoing,2024-10-22,73839.77
LOAN20961,CUST10068,1826668.0,Education,12.1,36,Ongoing,2025-05-26,60758.8
LOAN20962,CUST10446,4410197.0,Personal,13.75,36,Ongoing,2023-03-01,150195.14
LOAN20963,CUST10881,4271104.0,Auto,7.41,24,Ongoing,2023-03-04,192023.2
LOAN20964,CUST10658,2340967.0,Education,7.01,24,Ongoing,2024-03-30,104821.74
LOAN20965,CUST10904,4387176.0,Personal,13.79,48,Ongoing,2024-11-13,119424.42
LOAN20966,CUST10154,4600070.0,Auto,14.06,12,Closed,2023-11-29,413156.9
LOAN20967,CUST10408,2475708.0,Education,12.36,60,Closed,2021-10-19,55522.2
LOAN20968,CUST10286,1765216.0,Education,10.27,12,Closed,2023-06-27,155412.28
LOAN20969,CUST10058,4118093.0,Auto,14.99,60,Ongoing,2022-06-21,97947.53
LOAN20970,CUST10869,4015938.0,Home,12.03,48,Ongoing,2021-08-17,105814.21
LOAN20971,CUST10891,4903746.0,Auto,11.56,12,Ongoing,2023-08-14,434683.17
LOAN20972,CUST10860,554328.0,Auto,14.69,48,Ongoing,2021-08-04,15340.4
LOAN20973,CUST10360,2327122.0,Education,14.72,12,Ongoing,2022-05-31,209734.76
LOAN20974,CUST10354,137375.0,Auto,14.26,12,Closed,2023-11-11,12351.32
LOAN20975,CUST10988,4019412.0,Education,12.1,48,Ongoing,2023-11-06,106043.99
LOAN20976,CUST10952,4833125.0,Personal,,48,Ongoing,2022-06-03,
LOAN20977,CUST10445,4504583.0,Auto,11.71,48,Ongoing,2023-08-27,117982.56
LOAN20978,CUST10603,3335225.0,Home,,36,Ongoing,2022-07-03,
LOAN20979,CUST10694,2195011.0,Personal,,60,Ongoing,2024-04-15,
LOAN20980,CUST10377,791372.0,Personal,,12,Ongoing,2022-11-03,
LOAN20981,CUST10220,3601146.0,Education,12.29,60,Closed,2021-12-06,80634.24
LOAN20982,CUST10329,1503464.0,Education,13.27,60,Ongoing,2024-11-07,34416.59
LOAN20983,CUST10854,842334.0,Education,,60,Ongoing,2025-04-27,
LOAN20984,CUST10228,2637163.0,Home,12.83,48,Ongoing,2021-07-02,70526.17
LOAN20985,CUST10028,1810954.0,Asset,7.74,48,Closed,2022-09-24,43990.0
LOAN20986,CUST10841,2481815.0,Auto,,48,Closed,2024-02-16,
LOAN20987,CUST10340,3845403.0,Education,11.36,60,Closed,2021-12-20,84300.42
LOAN20988,CUST10967,2549398.0,Auto,,12,Ongoing,2024-02-11,
LOAN20989,CUST10449,1650563.0,Personal,12.22,24,Ongoing,2022-02-17,77867.42
LOAN20990,CUST10077,4493180.0,Home,10.5,36,Ongoing,2022-07-08,146039.33
LOAN20991,CUST10480,4840488.0,Personal,14.75,24,Ongoing,2024-10-12,234124.5
LOAN20992,CUST10428,1853997.0,Education,8.05,12,Closed,2022-11-23,161319.15
LOAN20993,CUST10126,3697992.0,Personal,12.03,36,Closed,2021-08-04,122879.25
LOAN20994,CUST10206,3663228.0,Auto,10.88,48,Ongoing,2022-09-14,94464.71
LOAN20995,CUST10677,4355522.0,Personal,14.14,24,Ongoing,2024-12-23,209409.35
LOAN20996,CUST10924,2361662.0,Education,10.27,24,Closed,2023-06-14,109273.26
LOAN20997,CUST10287,,Asset,,60,Ongoing,2023-05-04,
LOAN20998,CUST10619,,Auto,,48,Closed,2025-02-16,
LOAN20999,CUST10724,4884027.0,Personal,10.22,60,Closed,2022-08-16,104300.62
LOAN21000,CUST10832,,Asset,7.25,60,Ongoing,2025-01-09,
LOAN21001,CUST10856,,Education,,48,Ongoing,2024-03-29,
LOAN21002,CUST10431,3646777.0,Home,,36,Ongoing,2025-04-17,
LOAN21003,CUST10003,3640541.0,Auto,10.37,36,Closed,2024-06-19,118103.44
LOAN21004,CUST10338,,Personal,,36,Ongoing,2021-12-15,
LOAN21005,CUST10334,,Home,10.32,60,Ongoing,2021-06-08,
LOAN21006,CUST10218,,Personal,9.44,24,Ongoing,2023-04-03,
LOAN21007,CUST10633,,Asset,13.85,12,Ongoing,2023-03-04,
LOAN21008,CUST10139,,Education,,24,Ongoing,2024-04-18,
LOAN21009,CUST10320,3308767.0,Personal,,60,Closed,2023-01-18,
LOAN21010,CUST10109,,Auto,14.08,48,Closed,2023-12-24,
LOAN21011,CUST10027,4341458.0,Auto,7.72,36,Ongoing,2022-12-07,135485.43
LOAN21012,CUST10652,1058747.0,Personal,,48,Closed,2023-02-08,
LOAN21013,CUST10139,4590473.0,Personal,8.12,48,Closed,2025-04-08,112325.61
LOAN21014,CUST10286,,Personal,,60,Ongoing,2024-05-29,
LOAN21015,CUST10426,1725025.0,Education,,36,Ongoing,2022-05-14,
LOAN21016,CUST10028,,Home,,36,Ongoing,2021-07-18,
LOAN21017,CUST10524,4938917.0,Home,,12,Ongoing,2023-03-21,
LOAN21018,CUST10631,2187733.0,Education,,24,Ongoing,2023-08-17,
LOAN21019,CUST10708,,Home,7.97,24,Ongoing,2024-06-26,
LOAN21020,CUST10960,2224069.0,Home,7.01,24,Closed,2024-06-02,99587.39
LOAN21021,CUST10848,3615309.0,Education,,60,Ongoing,2023-11-23,
LOAN21022,CUST10999,,Personal,10.36,36,Ongoing,2023-03-04,
LOAN21023,CUST10225,,Home,14.05,36,Closed,2024-09-25,
LOAN21024,CUST10636,1256158.0,Education,,12,Closed,2023-04-08,
LOAN21025,CUST10975,4252100.0,Personal,,12,Ongoing,2023-01-14,
LOAN21026,CUST10024,,Asset,8.09,12,Closed,2024-12-23,
LOAN21027,CUST10761,652804.0,Personal,,24,Closed,2021-08-16,
LOAN21028,CUST10112,,Auto,12.59,36,Ongoing,2024-02-08,
LOAN21029,CUST10010,265390.0,Home,,12,Closed,2023-03-31,
LOAN21030,CUST10474,,Auto,,12,Closed,2022-05-03,
LOAN21031,CUST10771,,Personal,9.38,36,Ongoing,2021-09-20,
LOAN21032,CUST10820,4198955.0,Auto,7.15,48,Ongoing,2022-11-02,100841.68
LOAN21033,CUST10997,,Home,8.65,12,Ongoing,2024-03-12,
LOAN21034,CUST10356,,Personal,,12,Closed,2023-06-29,
LOAN21035,CUST10207,,Education,14.45,36,Closed,2024-08-04,
LOAN21036,CUST10225,1448150.0,Auto,12.42,36,Ongoing,2022-08-13,48390.32
LOAN21037,CUST10888,,Education,11.48,12,Closed,2023-03-29,
LOAN21038,CUST10445,1813684.0,Home,,60,Ongoing,2021-11-14,
LOAN21039,CUST10694,2576997.0,Asset,8.05,60,Ongoing,2023-11-15,52313.89
LOAN21040,CUST10669,2436331.0,Personal,14.27,36,Ongoing,2023-06-16,83587.87
LOAN21041,CUST10323,4434605.0,Auto,10.81,12,Ongoing,2022-01-22,391544.83
LOAN21042,CUST10314,,Asset,15.0,24,Ongoing,2025-04-01,
LOAN21043,CUST10812,,Education,7.14,24,Ongoing,2023-03-29,
LOAN21044,CUST10675,3547646.0,Auto,12.07,12,Closed,2023-09-04,315320.23
LOAN21045,CUST10706,4427006.0,Personal,,12,Ongoing,2022-03-18,
LOAN21046,CUST10421,2435971.0,Auto,,36,Ongoing,2023-09-30,
LOAN21047,CUST10933,,Education,9.01,48,Ongoing,2023-09-29,
LOAN21048,CUST10950,1212405.0,Personal,12.19,12,Ongoing,2021-11-11,107828.51
LOAN21049,CUST10796,2809756.0,Home,,36,Ongoing,2024-07-02,
LOAN21050,CUST10841,,Auto,14.65,48,Closed,2025-03-25,
LOAN21051,CUST10171,1020038.0,Home,,60,Ongoing,2022-10-17,
LOAN21052,CUST10359,4435689.0,Personal,12.81,48,Ongoing,2023-11-23,118580.56
LOAN21053,CUST10996,4346047.0,Personal,,24,Closed,2023-06-13,
LOAN21054,CUST10199,,Auto,12.41,12,Closed,2023-05-08,
LOAN21055,CUST10810,,Home,,12,Ongoing,2023-08-22,
LOAN21056,CUST10039,,Education,11.34,60,Closed,2023-06-28,
LOAN21057,CUST10475,2952882.0,Education,14.82,12,Closed,2022-09-03,266271.4
LOAN21058,CUST10831,3293196.0,Personal,9.66,12,Closed,2024-04-30,289003.75
LOAN21059,CUST10586,,Education,12.94,48,Ongoing,2021-10-27,
LOAN21060,CUST10754,,Education,14.36,24,Closed,2024-06-27,
LOAN21061,CUST10153,,Auto,14.48,12,Ongoing,2021-10-01,
LOAN21062,CUST10315,,Auto,,60,Closed,2024-04-30,
LOAN21063,CUST10710,3102434.0,Personal,12.43,36,Ongoing,2024-07-26,103683.53
LOAN21064,CUST10730,1629460.0,Personal,13.43,60,Closed,2022-07-25,37434.89
LOAN21065,CUST10592,,Personal,8.4,12,Ongoing,2024-10-07,
LOAN21066,CUST10697,627304.0,Personal,,24,Ongoing,2023-12-30,
LOAN21067,CUST10788,,Education,,12,Ongoing,2024-12-28,
LOAN21068,CUST10708,1107106.0,Personal,,24,Ongoing,2025-05-05,
LOAN21069,CUST10793,3927718.0,Personal,10.84,36,Closed,2025-02-10,128291.05
LOAN21070,CUST10371,100991.0,Asset,,24,Ongoing,2023-04-14,
LOAN21071,CUST10939,,Home,7.67,24,Closed,2023-07-14,
LOAN21072,CUST10209,,Education,,24,Ongoing,2024-01-02,
LOAN21073,CUST10775,1794405.0,Auto,13.84,12,Ongoing,2023-04-13,160979.4
LOAN21074,CUST10222,4194486.0,Home,,12,Ongoing,2023-07-22,
LOAN21075,CUST10954,,Auto,13.03,24,Ongoing,2023-11-06,
LOAN21076,CUST10083,3413609.0,Auto,12.49,24,Closed,2025-05-31,161472.67
LOAN21077,CUST10813,1123874.0,Home,,36,Ongoing,2025-04-05,
LOAN21078,CUST10905,,Asset,,60,Ongoing,2024-10-08,
LOAN21079,CUST10782,2609914.0,Personal,12.26,60,Ongoing,2021-06-09,58399.58
LOAN21080,CUST10103,1048023.0,Auto,,36,Ongoing,2022-02-16,
LOAN21081,CUST10485,2446551.0,Personal,12.02,60,Closed,2024-09-13,54446.91
LOAN21082,CUST10032,1811666.0,Auto,11.84,60,Ongoing,2024-09-28,40153.18
LOAN21083,CUST10178,,Education,,36,Ongoing,2023-04-10,
LOAN21084,CUST10793,3056788.0,Education,,24,Closed,2023-06-24,
LOAN21085,CUST10852,3999712.0,Home,10.81,24,Closed,2023-08-19,186065.3
LOAN21086,CUST10947,,Auto,13.21,12,Ongoing,2023-05-29,
LOAN21087,CUST10434,,Personal,7.98,24,Closed,2024-10-17,
LOAN21088,CUST10906,3400291.0,Personal,11.01,60,Ongoing,2023-02-27,73947.52
LOAN21089,CUST10349,975497.0,Auto,,12,Closed,2022-07-07,
LOAN21090,CUST10790,,Personal,,36,Closed,2025-04-01,
LOAN21091,CUST10604,3475355.0,Auto,,12,Closed,2022-02-12,
LOAN21092,CUST10059,,Education,,24,Closed,2022-01-23,
LOAN21093,CUST10030,4459067.0,Personal,13.98,36,Closed,2023-05-09,152357.03
LOAN21094,CUST10485,2001452.0,Education,14.52,48,Closed,2024-04-11,55216.14
LOAN21095,CUST10729,3195433.0,Personal,12.14,48,Closed,2022-10-14,84367.82
LOAN21096,CUST10269,1501355.0,Personal,,24,Closed,2023-09-08,
LOAN21097,CUST10683,,Personal,,36,Closed,2022-04-16,
LOAN21098,CUST10593,,Asset,11.92,36,Closed,2025-02-03,
LOAN21099,CUST10660,3010106.0,Education,,24,Closed,2024-03-27,
LOAN21100,CUST10589,,Personal,,36,Ongoing,2023-06-20,
LOAN21101,CUST10811,2133677.0,Personal,13.81,36,Closed,2025-03-20,72727.28
LOAN21102,CUST10526,,Home,10.76,12,Closed,2022-12-04,
LOAN21103,CUST10051,,Personal,7.33,48,Ongoing,2022-01-19,
LOAN21104,CUST10707,3170048.0,Auto,,60,Closed,2021-08-23,
LOAN21105,CUST10154,,Education,8.05,24,Ongoing,2023-11-22,
LOAN21106,CUST10392,,Personal,,48,Closed,2024-08-04,
LOAN21107,CUST10345,2694458.0,Auto,14.34,12,Closed,2021-10-22,242358.88
LOAN21108,CUST10524,,Education,,60,Closed,2024-10-14,
LOAN21109,CUST10806,4758205.0,Education,9.66,48,Closed,2021-06-17,119904.92
LOAN21110,CUST10464,,Auto,13.43,12,Closed,2022-02-12,
LOAN21111,CUST10214,2974061.0,Personal,,12,Ongoing,2025-04-16,
LOAN21112,CUST10251,1595433.0,Auto,,48,Ongoing,2023-03-25,
LOAN21113,CUST10919,,Home,10.92,60,Closed,2025-03-16,
LOAN21114,CUST10745,,Education,7.4,36,Closed,2021-06-12,
LOAN21115,CUST10835,,Personal,,60,Closed,2024-10-22,
LOAN21116,CUST10901,4457498.0,Personal,,12,Ongoing,2024-07-29,
LOAN21117,CUST10710,,Home,,24,Closed,2022-06-12,
LOAN21118,CUST10878,,Home,,48,Closed,2022-12-25,
LOAN21119,CUST10923,,Personal,,60,Ongoing,2024-07-16,
LOAN21120,CUST10758,4314717.0,Personal,11.97,60,Ongoing,2024-10-03,95913.1
LOAN21121,CUST10436,540029.0,Asset,7.82,24,Closed,2024-03-03,24379.74
LOAN21122,CUST10416,3163418.0,Auto,,24,Ongoing,2024-04-12,
LOAN21123,CUST10574,,Home,,12,Closed,2021-12-08,
LOAN21124,CUST10951,,Personal,8.71,24,Ongoing,2024-07-22,
LOAN21125,CUST10162,899059.0,Asset,10.33,12,Ongoing,2023-05-20,79179.62
LOAN21126,CUST10333,3667177.0,Home,,60,Closed,2025-05-23,
LOAN21127,CUST10940,4663646.0,Education,13.7,60,Closed,2023-06-16,107790.91
LOAN21128,CUST10926,,Personal,9.33,60,Ongoing,2021-08-14,
LOAN21129,CUST10909,,Auto,,48,Closed,2023-03-24,
LOAN21130,CUST10952,,Auto,8.46,12,Closed,2025-05-12,
LOAN21131,CUST10988,,Personal,14.04,24,Closed,2022-12-04,
LOAN21132,CUST10761,,Home,,12,Ongoing,2024-05-20,
LOAN21133,CUST10901,1455837.0,Home,12.82,12,Closed,2021-11-30,129908.48
LOAN21134,CUST10068,,Home,13.55,60,Closed,2023-01-17,
LOAN21135,CUST10463,,Home,,12,Ongoing,2024-08-13,
LOAN21136,CUST10702,,Education,11.87,60,Ongoing,2025-02-22,
LOAN21137,CUST10626,1109204.0,Personal,13.32,24,Closed,2024-10-03,52900.45
LOAN21138,CUST10985,3817691.0,Personal,13.41,36,Closed,2024-07-20,129388.32
LOAN21139,CUST10183,727816.0,Auto,,48,Closed,2023-03-29,
LOAN21140,CUST10668,,Personal,13.74,48,Ongoing,2023-12-08,
LOAN21141,CUST10823,,Auto,7.52,24,Ongoing,2024-08-06,
LOAN21142,CUST10002,,Education,,36,Closed,2022-09-21,
LOAN21143,CUST10171,2574630.0,Personal,,36,Closed,2022-11-01,
LOAN21144,CUST10451,,Home,,12,Ongoing,2022-09-01,
LOAN21145,CUST10069,4812578.0,Personal,,36,Ongoing,2021-07-28,
LOAN21146,CUST10598,,Home,,48,Ongoing,2022-10-27,
LOAN21147,CUST10605,,Auto,,48,Ongoing,2023-06-09,
LOAN21148,CUST10317,,Auto,8.84,36,Closed,2024-01-06,
LOAN21149,CUST10664,,Education,,12,Closed,2023-01-06,
LOAN21150,CUST10052,,Personal,7.09,36,Ongoing,2022-10-14,
LOAN21151,CUST10613,,Education,12.85,48,Closed,2025-01-04,
LOAN21152,CUST10828,996095.0,Auto,,24,Ongoing,2023-05-22,
LOAN21153,CUST10586,91191.0,Asset,7.43,24,Closed,2023-08-24,4100.66
LOAN21154,CUST10706,1776325.0,Asset,14.48,36,Closed,2023-08-24,61125.52
LOAN21155,CUST10407,,Auto,,36,Closed,2024-01-09,
LOAN21156,CUST10525,566834.0,Personal,10.17,12,Closed,2024-11-29,49878.54
LOAN21157,CUST10459,4706132.0,Asset,,12,Ongoing,2025-03-23,
LOAN21158,CUST10467,4500170.0,Auto,,36,Closed,2022-06-01,
LOAN21159,CUST10932,4194667.0,Education,,36,Closed,2023-08-18,
LOAN21160,CUST10253,4943266.0,Education,,60,Ongoing,2021-11-05,
LOAN21161,CUST10279,,Home,,36,Ongoing,2025-02-16,
LOAN21162,CUST10207,3876607.0,Auto,9.83,12,Ongoing,2022-11-03,340508.91
LOAN21163,CUST10711,,Auto,12.62,48,Closed,2024-07-15,
LOAN21164,CUST10661,3377094.0,Education,,36,Closed,2022-11-06,
LOAN21165,CUST10747,,Auto,8.54,24,Ongoing,2025-01-03,
LOAN21166,CUST10582,,Auto,11.4,36,Ongoing,2025-04-15,
LOAN21167,CUST10816,,Personal,,48,Ongoing,2024-07-18,
LOAN21168,CUST10045,,Personal,,48,Closed,2022-07-03,
LOAN21169,CUST10879,4307495.0,Auto,13.31,36,Ongoing,2024-04-29,145780.54
LOAN21170,CUST10037,3291835.0,Personal,10.85,60,Closed,2025-05-06,71326.47
LOAN21171,CUST10157,4544198.0,Personal,13.14,24,Closed,2024-04-11,216338.4
LOAN21172,CUST10907,2801092.0,Personal,9.87,24,Closed,2022-10-22,129088.18
LOAN21173,CUST10857,,Education,7.2,24,Closed,2022-01-07,
LOAN21174,CUST10084,1085574.0,Auto,7.94,24,Ongoing,2023-03-09,49067.87
LOAN21175,CUST10650,3757156.0,Personal,,12,Ongoing,2024-01-24,
LOAN21176,CUST10583,4665113.0,Auto,,12,Closed,2023-10-20,
LOAN21177,CUST10709,1447572.0,Personal,,24,Ongoing,2024-12-20,
LOAN21178,CUST10660,4555941.0,Auto,12.29,24,Ongoing,2025-03-28,215081.48
LOAN21179,CUST10505,4812106.0,Education,,36,Closed,2025-03-22,
LOAN21180,CUST10757,1882296.0,Home,10.67,36,Ongoing,2024-02-26,61330.22
LOAN21181,CUST10320,,Education,8.15,24,Ongoing,2024-05-01,
LOAN21182,CUST10509,4488002.0,Personal,,12,Closed,2023-02-19,
LOAN21183,CUST10888,1395977.0,Education,,48,Closed,2022-01-16,
LOAN21184,CUST10972,1832711.0,Asset,,24,Closed,2024-02-18,
LOAN21185,CUST10058,2759173.0,Home,,48,Ongoing,2025-01-02,
LOAN21186,CUST10157,2946641.0,Auto,,48,Closed,2022-02-16,
LOAN21187,CUST10098,,Education,12.61,60,Closed,2023-10-02,
LOAN21188,CUST10360,,Home,12.63,60,Ongoing,2022-08-23,
LOAN21189,CUST10317,1140686.0,Auto,,48,Ongoing,2022-02-04,
LOAN21190,CUST10543,,Personal,9.44,36,Ongoing,2025-01-14,
LOAN21191,CUST10307,,Personal,,24,Ongoing,2025-04-30,
LOAN21192,CUST10175,2661650.0,Auto,8.28,24,Closed,2023-02-13,120719.41
LOAN21193,CUST10526,2624337.0,Asset,14.11,24,Ongoing,2023-04-14,126138.4
LOAN21194,CUST10657,2463935.0,Personal,,36,Ongoing,2024-03-28,
LOAN21195,CUST10690,,Personal,,12,Closed,2024-09-28,
LOAN21196,CUST10967,,Home,,60,Ongoing,2023-07-07,
LOAN21197,CUST10347,,Education,10.77,36,Ongoing,2023-10-17,
LOAN21198,CUST10234,854277.0,Home,9.39,36,Closed,2025-01-27,27321.11
LOAN21199,CUST10153,,Home,10.59,12,Ongoing,2022-04-10,
LOAN21200,CUST10763,3365900.0,Auto,,60,Ongoing,2024-12-10,
LOAN21201,CUST10750,,Personal,8.78,24,Closed,2022-12-29,
LOAN21202,CUST10780,3071629.0,Personal,,36,Closed,2024-06-09,
LOAN21203,CUST10282,,Personal,,48,Closed,2024-03-02,
LOAN21204,CUST10508,4963510.0,Asset,,60,Ongoing,2022-11-22,
LOAN21205,CUST10713,,Asset,13.04,48,Ongoing,2024-10-09,
LOAN21206,CUST10687,4171461.0,Personal,9.52,60,Closed,2022-01-02,87649.22
LOAN21207,CUST10438,,Personal,,48,Ongoing,2024-03-10,
LOAN21208,CUST10003,2607971.0,Asset,8.4,24,Closed,2023-01-18,118427.82
LOAN21209,CUST10512,1553671.0,Personal,7.82,36,Ongoing,2022-08-08,48557.49
LOAN21210,CUST10842,,Education,,12,Ongoing,2025-03-14,
LOAN21211,CUST10698,,Personal,12.07,24,Closed,2023-12-18,
LOAN21212,CUST10568,,Home,,60,Closed,2022-08-16,
LOAN21213,CUST10933,2352966.0,Auto,12.56,48,Ongoing,2024-08-03,62611.55
LOAN21214,CUST10038,4255997.0,Auto,9.05,48,Closed,2022-09-11,106011.74
LOAN21215,CUST10366,3662355.0,Personal,12.48,60,Closed,2023-04-03,82358.19
LOAN21216,CUST10068,,Auto,8.21,24,Ongoing,2022-06-19,
LOAN21217,CUST10429,,Home,,24,Ongoing,2023-08-05,
LOAN21218,CUST10051,,Asset,,60,Ongoing,2024-11-23,
LOAN21219,CUST10723,3247183.0,Education,,48,Ongoing,2023-04-11,
LOAN21220,CUST10625,,Education,,24,Closed,2024-08-15,
LOAN21221,CUST10341,3274204.0,Auto,12.41,24,Ongoing,2024-09-13,154755.8
LOAN21222,CUST10838,3363997.0,Auto,,48,Ongoing,2022-12-14,
LOAN21223,CUST10315,2035676.0,Personal,11.42,48,Ongoing,2021-09-07,53029.28
LOAN21224,CUST10385,,Education,8.32,48,Closed,2024-01-30,
LOAN21225,CUST10198,,Personal,11.92,60,Closed,2022-06-18,
LOAN21226,CUST10038,,Education,,12,Closed,2022-07-13,
LOAN21227,CUST10460,2585716.0,Home,8.35,60,Ongoing,2024-09-21,52863.19
LOAN21228,CUST10082,166325.0,Home,13.47,60,Closed,2021-09-15,3824.54
LOAN21229,CUST10349,4328826.0,Home,8.5,12,Closed,2024-04-16,377559.26
LOAN21230,CUST10243,,Education,,48,Ongoing,2022-04-13,
LOAN21231,CUST10186,,Auto,13.1,24,Closed,2021-09-12,
LOAN21232,CUST10419,2280505.0,Auto,11.37,12,Ongoing,2024-07-11,201948.61
LOAN21233,CUST10541,,Auto,,12,Closed,2023-05-03,
LOAN21234,CUST10093,3865786.0,Home,8.17,12,Ongoing,2021-11-06,336582.59
LOAN21235,CUST10173,,Home,,12,Closed,2024-10-11,
LOAN21236,CUST10107,,Education,7.66,60,Ongoing,2022-12-30,
LOAN21237,CUST10311,4736661.0,Education,13.85,24,Ongoing,2024-07-19,227085.25
LOAN21238,CUST10891,,Education,7.09,24,Closed,2023-11-18,
LOAN21239,CUST10737,3255894.0,Asset,14.11,24,Closed,2022-11-30,156494.11
LOAN21240,CUST10919,2399647.0,Auto,,48,Ongoing,2023-07-21,
LOAN21241,CUST10926,,Education,,48,Ongoing,2021-07-14,
LOAN21242,CUST10816,,Auto,,24,Closed,2022-11-07,
LOAN21243,CUST10468,351024.0,Personal,12.25,24,Closed,2023-02-15,16564.93
LOAN21244,CUST10366,,Auto,9.3,48,Ongoing,2023-06-05,
LOAN21245,CUST10418,1589264.0,Education,10.8,24,Closed,2022-01-30,73924.68
LOAN21246,CUST10584,,Education,7.71,12,Ongoing,2022-08-07,
LOAN21247,CUST10737,998046.0,Auto,,48,Closed,2021-06-25,
LOAN21248,CUST10805,4941192.0,Education,,60,Closed,2022-08-05,
LOAN21249,CUST10176,,Home,,48,Closed,2022-05-15,
LOAN21250,CUST10196,4062106.0,Education,,12,Closed,2022-06-03,
LOAN21251,CUST10641,72027.0,Personal,7.76,24,Closed,2024-01-04,3249.71
LOAN21252,CUST10712,3567130.0,Personal,13.21,36,Ongoing,2021-07-07,120551.84
LOAN21253,CUST10054,,Education,12.58,12,Ongoing,2022-07-02,
LOAN21254,CUST10877,,Home,8.87,48,Ongoing,2021-06-17,
LOAN21255,CUST10605,,Personal,13.11,36,Closed,2021-09-11,
LOAN21256,CUST10569,3966905.0,Personal,,36,Ongoing,2022-02-17,
LOAN21257,CUST10135,1870460.0,Personal,14.84,48,Ongoing,2022-10-07,51904.72
LOAN21258,CUST10624,1684291.0,Home,13.58,36,Ongoing,2024-11-28,57222.09
LOAN21259,CUST10601,3022120.0,Auto,,36,Closed,2023-08-11,
LOAN21260,CUST10699,484151.0,Home,9.24,36,Ongoing,2024-03-29,15450.01
LOAN21261,CUST10630,,Personal,11.32,60,Closed,2023-01-14,
LOAN21262,CUST10940,,Auto,10.32,60,Ongoing,2024-11-10,
LOAN21263,CUST10013,4418071.0,Auto,13.4,48,Closed,2021-07-19,119404.78
LOAN21264,CUST10578,3622932.0,Personal,,24,Ongoing,2024-08-05,
LOAN21265,CUST10946,3694312.0,Home,8.34,48,Closed,2023-02-13,90779.71
LOAN21266,CUST10686,3185804.0,Personal,11.97,60,Ongoing,2024-04-17,70818.16
LOAN21267,CUST10799,,Personal,13.73,36,Closed,2022-10-02,
